Workflow_ID,Process_Name,Process_Step,Task_ID,Task_Type,Priority_Level,Department,Assigned_Employee_ID,Task_Start_Time,Task_End_Time,Estimated_Time_Minutes,Actual_Time_Minutes,Delay_Flag,Delay_Minutes,Approval_Level,Employee_Workload,Cost_Per_Task
WF_357,Invoice Approval,1,TASK_357,Data Entry,High,Customer Service,EMP_50,3/25/2024 13:17,3/25/2024 17:59,238,282,1,44,Level 2,5,$358.33
WF_358,Customer Complaint,2,TASK_358,Validation,High,IT,EMP_132,11/3/2024 3:49,11/3/2024 6:36,97,167,1,70,Level 3,2,$108.14
WF_359,IT Support Ticket,3,TASK_359,Review,Low,HR,EMP_43,7/16/2024 22:17,7/17/2024 2:05,152,228,1,76,Level 2,2,$129.86
WF_360,Customer Complaint,2,TASK_360,Validation,Low,HR,EMP_58,7/18/2024 10:04,7/18/2024 14:47,212,283,1,71,Level 3,2,$451.49
WF_361,IT Support Ticket,1,TASK_361,Data Entry,Critical,Operations,EMP_49,10/16/2024 22:09,10/16/2024 23:55,13,106,1,93,Level 2,3,$398.06
WF_362,Customer Complaint,3,TASK_362,Review,Critical,IT,EMP_48,2/22/2024 18:15,2/22/2024 21:30,153,195,1,42,Level 2,9,$99.03
WF_363,Customer Complaint,3,TASK_363,Review,Low,Finance,EMP_136,11/4/2024 7:34,11/4/2024 10:37,169,183,1,14,Level 1,5,$440.03
WF_364,HR Onboarding,2,TASK_364,Validation,Low,Customer Service,EMP_82,1/5/2024 8:18,1/5/2024 13:11,194,293,1,99,Level 1,7,$340.72
WF_365,Customer Complaint,1,TASK_365,Data Entry,High,Finance,EMP_17,4/10/2024 9:41,4/10/2024 12:59,141,198,1,57,Level 1,1,$234.14
WF_366,Invoice Approval,5,TASK_366,Escalation,Low,Customer Service,EMP_56,10/28/2024 20:13,10/28/2024 21:58,77,105,1,28,Level 1,9,$82.70
WF_367,HR Onboarding,2,TASK_367,Validation,Critical,Operations,EMP_88,11/16/2024 13:21,11/16/2024 17:49,228,268,1,40,Level 1,7,$343.92
WF_368,Purchase Order,4,TASK_368,Approval,Medium,HR,EMP_24,2/3/2024 9:13,2/3/2024 13:17,220,244,1,24,Level 3,5,$119.22
WF_369,IT Support Ticket,5,TASK_369,Escalation,Critical,Finance,EMP_16,5/30/2024 15:40,5/30/2024 19:39,197,239,1,42,Level 1,9,$385.36
WF_370,HR Onboarding,2,TASK_370,Validation,High,Operations,EMP_28,9/15/2024 2:37,9/15/2024 4:15,52,98,1,46,Level 1,2,$52.77
WF_371,Customer Complaint,4,TASK_371,Approval,Medium,Operations,EMP_89,5/5/2024 0:25,5/5/2024 4:26,180,241,1,61,Level 3,6,$212.97
WF_372,HR Onboarding,5,TASK_372,Escalation,Low,Finance,EMP_37,2/7/2024 15:38,2/7/2024 18:19,117,161,1,44,Level 1,7,$185.41
WF_373,Customer Complaint,5,TASK_373,Escalation,High,IT,EMP_24,2/11/2024 18:00,2/11/2024 19:23,47,83,1,36,Level 2,5,$354.78
WF_374,HR Onboarding,5,TASK_374,Escalation,Critical,Finance,EMP_89,2/16/2024 4:59,2/16/2024 10:32,234,333,1,99,Level 2,1,$270.88
WF_375,Customer Complaint,4,TASK_375,Approval,High,Operations,EMP_126,6/19/2024 4:02,6/19/2024 8:16,176,254,1,78,Level 1,2,$215.19
WF_376,Customer Complaint,4,TASK_376,Approval,Low,Finance,EMP_50,12/8/2024 10:45,12/8/2024 13:25,74,160,1,86,Level 1,7,$398.96
WF_377,Purchase Order,3,TASK_377,Review,High,Operations,EMP_28,5/26/2024 12:02,5/26/2024 16:04,211,242,1,31,Level 3,4,$478.13
WF_378,Invoice Approval,1,TASK_378,Data Entry,Low,Customer Service,EMP_61,2/21/2024 13:23,2/21/2024 15:02,101,99,0,0,Level 1,9,$129.23
WF_379,Customer Complaint,1,TASK_379,Data Entry,High,IT,EMP_145,8/9/2024 9:55,8/9/2024 10:17,12,22,1,10,Level 2,1,$431.80
WF_380,Invoice Approval,2,TASK_380,Validation,Medium,Operations,EMP_101,8/11/2024 5:28,8/11/2024 7:36,88,128,1,40,Level 3,10,$118.51
WF_381,Customer Complaint,3,TASK_381,Review,Critical,IT,EMP_18,12/22/2024 10:36,12/22/2024 14:57,235,261,1,26,Level 1,4,$116.52
WF_382,HR Onboarding,2,TASK_382,Validation,Critical,IT,EMP_108,2/18/2024 15:35,2/18/2024 17:53,133,138,1,5,Level 1,8,$264.39
WF_383,Customer Complaint,5,TASK_383,Escalation,High,HR,EMP_35,2/15/2024 10:28,2/15/2024 12:12,70,104,1,34,Level 3,1,$233.89
WF_384,Invoice Approval,1,TASK_384,Data Entry,Medium,IT,EMP_22,2/7/2024 11:52,2/7/2024 16:38,192,286,1,94,Level 2,9,$165.96
WF_385,Invoice Approval,1,TASK_385,Data Entry,Critical,Operations,EMP_15,1/31/2024 9:56,1/31/2024 14:24,201,268,1,67,Level 3,4,$286.62
WF_386,IT Support Ticket,5,TASK_386,Escalation,High,Customer Service,EMP_18,12/2/2024 2:37,12/2/2024 6:28,222,231,1,9,Level 2,7,$219.35
WF_387,Purchase Order,3,TASK_387,Review,Critical,HR,EMP_137,3/16/2024 0:45,3/16/2024 4:42,208,237,1,29,Level 2,9,$437.83
WF_388,IT Support Ticket,4,TASK_388,Approval,High,HR,EMP_44,8/9/2024 2:33,8/9/2024 6:18,190,225,1,35,Level 1,1,$305.02
WF_389,Invoice Approval,2,TASK_389,Validation,Low,HR,EMP_13,4/2/2024 18:19,4/2/2024 23:19,192,300,1,108,Level 3,3,$114.58
WF_390,HR Onboarding,5,TASK_390,Escalation,Critical,Finance,EMP_40,11/26/2024 0:29,11/26/2024 3:33,97,184,1,87,Level 2,2,$113.79
WF_391,Customer Complaint,2,TASK_391,Validation,High,HR,EMP_87,6/4/2024 20:28,6/4/2024 22:33,60,125,1,65,Level 1,4,$455.54
WF_392,IT Support Ticket,5,TASK_392,Escalation,Critical,Finance,EMP_7,3/1/2024 11:30,3/1/2024 11:52,14,22,1,8,Level 3,1,$387.98
WF_393,Customer Complaint,3,TASK_393,Review,Critical,HR,EMP_132,3/3/2024 16:23,3/3/2024 18:51,68,148,1,80,Level 3,5,$289.06
WF_394,Invoice Approval,2,TASK_394,Validation,High,Customer Service,EMP_45,7/7/2024 2:36,7/7/2024 6:03,151,207,1,56,Level 1,6,$472.74
WF_395,Purchase Order,4,TASK_395,Approval,Medium,Customer Service,EMP_60,2/12/2024 7:45,2/12/2024 9:44,13,119,1,106,Level 3,8,$188.32
WF_396,IT Support Ticket,1,TASK_396,Data Entry,High,IT,EMP_56,5/27/2024 9:39,5/27/2024 12:37,172,178,1,6,Level 1,7,$205.62
WF_397,Invoice Approval,1,TASK_397,Data Entry,Critical,Customer Service,EMP_138,9/27/2024 18:15,9/27/2024 21:27,135,192,1,57,Level 3,4,$75.40
WF_398,Invoice Approval,1,TASK_398,Data Entry,Medium,Finance,EMP_113,3/14/2024 14:05,3/14/2024 15:05,23,60,1,37,Level 3,8,$404.27
WF_399,Invoice Approval,1,TASK_399,Data Entry,Critical,Customer Service,EMP_13,3/8/2024 23:07,3/9/2024 3:31,195,264,1,69,Level 2,3,$181.11
WF_400,Purchase Order,1,TASK_400,Data Entry,High,IT,EMP_118,9/26/2024 14:41,9/26/2024 20:10,237,329,1,92,Level 3,1,$225.72
WF_401,HR Onboarding,4,TASK_401,Approval,Medium,Finance,EMP_82,8/1/2024 20:47,8/2/2024 0:19,99,212,1,113,Level 3,10,$276.36
WF_402,Customer Complaint,2,TASK_402,Validation,High,IT,EMP_56,4/26/2024 19:10,4/26/2024 20:17,46,67,1,21,Level 3,2,$237.14
WF_403,Customer Complaint,2,TASK_403,Validation,Medium,Customer Service,EMP_56,1/8/2024 13:48,1/8/2024 19:01,203,313,1,110,Level 2,5,$267.86
WF_404,Customer Complaint,3,TASK_404,Review,Low,Finance,EMP_148,11/2/2024 6:49,11/2/2024 9:14,49,145,1,96,Level 1,1,$224.65
WF_405,Invoice Approval,5,TASK_405,Escalation,Critical,Finance,EMP_54,2/4/2024 8:28,2/4/2024 10:15,32,107,1,75,Level 2,4,$403.12
WF_406,Customer Complaint,2,TASK_406,Validation,Critical,Finance,EMP_32,1/14/2024 14:02,1/14/2024 17:02,125,180,1,55,Level 1,4,$138.25
WF_407,IT Support Ticket,5,TASK_407,Escalation,Critical,Customer Service,EMP_25,10/6/2024 15:23,10/6/2024 19:23,146,240,1,94,Level 3,1,$297.13
WF_408,HR Onboarding,1,TASK_408,Data Entry,Critical,Finance,EMP_34,8/24/2024 14:17,8/24/2024 14:57,23,40,1,17,Level 2,3,$495.92
WF_409,Purchase Order,3,TASK_409,Review,Critical,IT,EMP_21,12/23/2024 19:30,12/23/2024 22:30,174,180,1,6,Level 2,10,$483.15
WF_410,Purchase Order,3,TASK_410,Review,Medium,Customer Service,EMP_139,9/29/2024 12:05,9/29/2024 12:56,46,51,1,5,Level 3,3,$80.25
WF_411,HR Onboarding,3,TASK_411,Review,Low,IT,EMP_103,1/6/2024 15:38,1/6/2024 17:47,39,129,1,90,Level 3,9,$304.21
WF_412,HR Onboarding,5,TASK_412,Escalation,High,IT,EMP_74,9/25/2024 11:13,9/25/2024 13:34,141,141,0,0,Level 3,1,$268.32
WF_413,Purchase Order,5,TASK_413,Escalation,Low,HR,EMP_20,4/2/2024 10:38,4/2/2024 12:35,113,117,1,4,Level 2,5,$86.41
WF_414,Purchase Order,2,TASK_414,Validation,Medium,Finance,EMP_86,1/3/2024 19:43,1/3/2024 23:11,156,208,1,52,Level 2,7,$230.29
WF_415,Invoice Approval,1,TASK_415,Data Entry,Low,IT,EMP_140,11/2/2024 20:42,11/2/2024 23:19,155,157,1,2,Level 3,6,$262.92
WF_416,Purchase Order,1,TASK_416,Data Entry,Low,HR,EMP_28,7/30/2024 11:51,7/30/2024 15:06,86,195,1,109,Level 3,3,$256.71
WF_417,HR Onboarding,5,TASK_417,Escalation,High,Customer Service,EMP_72,2/29/2024 0:54,2/29/2024 1:39,22,45,1,23,Level 2,5,$178.14
WF_418,IT Support Ticket,4,TASK_418,Approval,High,Finance,EMP_54,6/16/2024 2:30,6/16/2024 4:48,54,138,1,84,Level 1,9,$418.20
WF_419,Purchase Order,3,TASK_419,Review,Low,HR,EMP_95,7/21/2024 10:21,7/21/2024 15:17,189,296,1,107,Level 3,5,$158.52
WF_420,Customer Complaint,4,TASK_420,Approval,Low,Finance,EMP_124,5/31/2024 16:55,5/31/2024 17:52,38,57,1,19,Level 1,5,$369.91
WF_421,IT Support Ticket,2,TASK_421,Validation,Medium,Finance,EMP_133,12/30/2024 17:34,12/30/2024 21:40,202,246,1,44,Level 2,10,$183.63
WF_422,IT Support Ticket,4,TASK_422,Approval,Low,IT,EMP_42,5/12/2024 7:54,5/12/2024 12:28,216,274,1,58,Level 2,3,$254.03
WF_423,IT Support Ticket,2,TASK_423,Validation,Low,Customer Service,EMP_1,8/4/2024 21:39,8/5/2024 1:26,224,227,1,3,Level 3,9,$153.77
WF_424,Purchase Order,5,TASK_424,Escalation,Critical,Operations,EMP_104,2/19/2024 5:09,2/19/2024 7:16,123,127,1,4,Level 2,8,$303.59
WF_425,Customer Complaint,3,TASK_425,Review,Low,HR,EMP_86,10/29/2024 10:29,10/29/2024 13:20,122,171,1,49,Level 3,8,$339.29
WF_426,Invoice Approval,2,TASK_426,Validation,Critical,HR,EMP_111,11/8/2024 13:16,11/8/2024 15:52,86,156,1,70,Level 2,9,$245.38
WF_427,Purchase Order,3,TASK_427,Review,Low,Operations,EMP_46,3/10/2024 16:34,3/10/2024 20:34,172,240,1,68,Level 2,9,$402.25
WF_428,IT Support Ticket,1,TASK_428,Data Entry,Low,Operations,EMP_61,1/22/2024 17:49,1/22/2024 23:01,236,312,1,76,Level 1,5,$474.70
WF_429,HR Onboarding,5,TASK_429,Escalation,Low,Operations,EMP_93,12/16/2024 17:10,12/16/2024 21:15,162,245,1,83,Level 3,6,$65.45
WF_430,IT Support Ticket,2,TASK_430,Validation,High,Operations,EMP_99,4/8/2024 15:59,4/8/2024 18:47,127,168,1,41,Level 2,4,$198.72
WF_431,IT Support Ticket,1,TASK_431,Data Entry,Critical,HR,EMP_45,8/27/2024 14:07,8/27/2024 15:57,87,110,1,23,Level 2,9,$136.12
WF_432,Customer Complaint,5,TASK_432,Escalation,High,Operations,EMP_56,5/2/2024 20:41,5/2/2024 22:00,59,79,1,20,Level 3,7,$153.02
WF_433,Purchase Order,3,TASK_433,Review,Medium,Finance,EMP_106,6/7/2024 13:20,6/7/2024 14:55,62,95,1,33,Level 2,6,$219.02
WF_434,Invoice Approval,4,TASK_434,Approval,Critical,Customer Service,EMP_142,11/29/2024 12:24,11/29/2024 15:51,189,207,1,18,Level 3,8,$138.52
WF_435,HR Onboarding,2,TASK_435,Validation,High,Operations,EMP_143,11/5/2024 14:20,11/5/2024 14:46,22,26,1,4,Level 1,10,$160.64
WF_436,Customer Complaint,2,TASK_436,Validation,Critical,HR,EMP_65,6/3/2024 10:02,6/3/2024 10:45,27,43,1,16,Level 1,9,$309.49
WF_437,IT Support Ticket,3,TASK_437,Review,Low,Operations,EMP_70,3/15/2024 15:33,3/15/2024 19:07,110,214,1,104,Level 2,10,$96.97
WF_438,Purchase Order,2,TASK_438,Validation,High,Operations,EMP_46,9/2/2024 22:51,9/3/2024 3:41,199,290,1,91,Level 1,8,$461.53
WF_439,IT Support Ticket,5,TASK_439,Escalation,Low,IT,EMP_99,2/5/2024 15:17,2/5/2024 18:28,72,191,1,119,Level 1,2,$240.50
WF_440,Purchase Order,3,TASK_440,Review,Critical,Operations,EMP_114,1/30/2024 17:07,1/30/2024 21:25,186,258,1,72,Level 1,9,$429.74
WF_441,Customer Complaint,3,TASK_441,Review,High,Operations,EMP_84,3/1/2024 6:18,3/1/2024 8:17,18,119,1,101,Level 2,4,$382.92
WF_442,IT Support Ticket,4,TASK_442,Approval,High,Operations,EMP_102,3/1/2024 18:17,3/1/2024 19:18,25,61,1,36,Level 2,4,$263.99
WF_443,Customer Complaint,2,TASK_443,Validation,Low,Customer Service,EMP_95,6/21/2024 5:19,6/21/2024 6:37,63,78,1,15,Level 1,4,$375.84
WF_444,Invoice Approval,4,TASK_444,Approval,Medium,Customer Service,EMP_127,1/19/2024 15:24,1/19/2024 17:06,49,102,1,53,Level 3,8,$289.25
WF_445,IT Support Ticket,2,TASK_445,Validation,Low,Operations,EMP_42,11/2/2024 10:00,11/2/2024 14:11,173,251,1,78,Level 3,4,$212.31
WF_446,Invoice Approval,2,TASK_446,Validation,High,Customer Service,EMP_140,6/25/2024 2:06,6/25/2024 5:15,117,189,1,72,Level 1,5,$275.78
WF_447,Customer Complaint,4,TASK_447,Approval,High,Finance,EMP_59,11/12/2024 11:10,11/12/2024 13:26,137,136,0,0,Level 3,6,$249.96
WF_448,Purchase Order,5,TASK_448,Escalation,Medium,Finance,EMP_28,9/25/2024 16:32,9/25/2024 18:36,98,124,1,26,Level 1,5,$438.40
WF_449,Purchase Order,4,TASK_449,Approval,Medium,IT,EMP_137,10/30/2024 17:58,10/30/2024 20:29,101,151,1,50,Level 2,10,$383.86
WF_450,HR Onboarding,4,TASK_450,Approval,Medium,HR,EMP_80,1/9/2024 0:56,1/9/2024 6:01,217,305,1,88,Level 1,10,$67.51
WF_451,HR Onboarding,2,TASK_451,Validation,Medium,HR,EMP_134,11/20/2024 23:27,11/21/2024 2:46,149,199,1,50,Level 3,1,$255.07
WF_452,HR Onboarding,3,TASK_452,Review,High,IT,EMP_98,12/30/2024 14:20,12/30/2024 16:35,68,135,1,67,Level 1,10,$288.37
WF_453,Invoice Approval,2,TASK_453,Validation,Medium,IT,EMP_54,10/9/2024 23:48,10/10/2024 1:22,25,94,1,69,Level 1,4,$282.18
WF_454,IT Support Ticket,3,TASK_454,Review,Low,IT,EMP_127,1/5/2024 21:32,1/6/2024 1:47,141,255,1,114,Level 3,3,$436.54
WF_455,Invoice Approval,3,TASK_455,Review,Critical,Customer Service,EMP_96,9/30/2024 16:10,9/30/2024 20:05,184,235,1,51,Level 1,2,$374.34
WF_456,Customer Complaint,1,TASK_456,Data Entry,Critical,Customer Service,EMP_147,11/9/2024 11:34,11/9/2024 15:23,182,229,1,47,Level 1,9,$287.49
WF_457,IT Support Ticket,3,TASK_457,Review,Critical,HR,EMP_32,12/8/2024 19:14,12/8/2024 22:05,152,171,1,19,Level 1,9,$160.22
WF_458,Invoice Approval,5,TASK_458,Escalation,Medium,Operations,EMP_14,6/13/2024 9:21,6/13/2024 13:42,214,261,1,47,Level 2,10,$238.88
WF_459,IT Support Ticket,3,TASK_459,Review,Critical,Customer Service,EMP_27,3/18/2024 6:29,3/18/2024 8:35,45,126,1,81,Level 1,3,$125.33
WF_460,IT Support Ticket,4,TASK_460,Approval,Critical,IT,EMP_11,5/28/2024 1:17,5/28/2024 5:18,156,241,1,85,Level 3,3,$368.83
WF_461,IT Support Ticket,1,TASK_461,Data Entry,Low,HR,EMP_150,8/15/2024 19:54,8/15/2024 22:59,142,185,1,43,Level 3,7,$341.62
WF_462,HR Onboarding,4,TASK_462,Approval,Critical,Finance,EMP_92,10/3/2024 9:29,10/3/2024 10:56,45,87,1,42,Level 1,1,$135.22
WF_463,IT Support Ticket,3,TASK_463,Review,High,Customer Service,EMP_25,10/28/2024 21:30,10/29/2024 1:33,128,243,1,115,Level 2,1,$100.96
WF_464,Customer Complaint,5,TASK_464,Escalation,Low,Operations,EMP_28,8/13/2024 12:47,8/13/2024 16:43,119,236,1,117,Level 2,8,$323.34
WF_465,Customer Complaint,4,TASK_465,Approval,High,Customer Service,EMP_135,6/23/2024 1:37,6/23/2024 4:08,106,151,1,45,Level 2,4,$313.78
WF_466,Customer Complaint,1,TASK_466,Data Entry,Critical,Operations,EMP_98,9/22/2024 1:46,9/22/2024 5:09,129,203,1,74,Level 1,10,$201.19
WF_467,Purchase Order,1,TASK_467,Data Entry,Medium,HR,EMP_10,5/8/2024 21:29,5/8/2024 23:08,23,99,1,76,Level 3,1,$401.79
WF_468,Purchase Order,2,TASK_468,Validation,Low,IT,EMP_101,2/2/2024 6:07,2/2/2024 6:37,15,30,1,15,Level 3,5,$211.68
WF_469,HR Onboarding,4,TASK_469,Approval,Medium,HR,EMP_130,4/24/2024 10:47,4/24/2024 14:15,133,208,1,75,Level 1,4,$252.30
WF_470,Customer Complaint,5,TASK_470,Escalation,High,Operations,EMP_39,10/14/2024 4:17,10/14/2024 8:15,139,238,1,99,Level 3,9,$383.64
WF_471,Purchase Order,5,TASK_471,Escalation,Critical,Customer Service,EMP_32,10/28/2024 10:44,10/28/2024 12:23,18,99,1,81,Level 3,6,$497.26
WF_472,Purchase Order,1,TASK_472,Data Entry,Critical,Finance,EMP_4,10/18/2024 7:42,10/18/2024 10:06,135,144,1,9,Level 2,1,$204.75
WF_473,Customer Complaint,5,TASK_473,Escalation,High,Customer Service,EMP_6,2/15/2024 12:21,2/15/2024 13:49,89,88,0,0,Level 1,5,$220.73
WF_474,HR Onboarding,1,TASK_474,Data Entry,Medium,IT,EMP_48,2/18/2024 21:36,2/19/2024 2:59,217,323,1,106,Level 1,2,$141.46
WF_475,IT Support Ticket,2,TASK_475,Validation,High,Operations,EMP_145,3/8/2024 12:14,3/8/2024 14:58,83,164,1,81,Level 3,4,$213.78
WF_476,Invoice Approval,4,TASK_476,Approval,Low,IT,EMP_3,5/25/2024 1:15,5/25/2024 4:23,172,188,1,16,Level 2,3,$214.28
WF_477,HR Onboarding,3,TASK_477,Review,Low,Customer Service,EMP_99,4/25/2024 6:40,4/25/2024 10:39,193,239,1,46,Level 1,6,$320.95
WF_478,IT Support Ticket,1,TASK_478,Data Entry,High,Finance,EMP_96,11/4/2024 4:54,11/4/2024 6:08,28,74,1,46,Level 2,5,$183.01
WF_479,Customer Complaint,5,TASK_479,Escalation,Medium,IT,EMP_67,11/17/2024 11:33,11/17/2024 15:57,212,264,1,52,Level 3,3,$458.83
WF_480,Purchase Order,4,TASK_480,Approval,Medium,IT,EMP_10,11/26/2024 19:38,11/26/2024 23:17,155,219,1,64,Level 1,2,$179.64
WF_481,Invoice Approval,1,TASK_481,Data Entry,Medium,HR,EMP_143,8/20/2024 16:43,8/20/2024 21:02,193,259,1,66,Level 3,8,$129.25
WF_482,Customer Complaint,1,TASK_482,Data Entry,Low,Customer Service,EMP_61,4/25/2024 1:20,4/25/2024 3:12,77,112,1,35,Level 1,8,$369.62
WF_483,Customer Complaint,5,TASK_483,Escalation,Critical,HR,EMP_52,8/11/2024 5:07,8/11/2024 8:41,169,214,1,45,Level 1,5,$93.43
WF_484,Invoice Approval,3,TASK_484,Review,Critical,HR,EMP_75,11/26/2024 9:38,11/26/2024 12:56,147,198,1,51,Level 3,7,$409.73
WF_485,Purchase Order,2,TASK_485,Validation,High,Customer Service,EMP_60,5/20/2024 1:36,5/20/2024 3:48,112,132,1,20,Level 1,1,$170.78
WF_486,Invoice Approval,5,TASK_486,Escalation,Critical,Finance,EMP_71,5/6/2024 18:24,5/6/2024 20:22,110,118,1,8,Level 1,2,$495.70
WF_487,IT Support Ticket,2,TASK_487,Validation,Low,IT,EMP_102,1/14/2024 19:37,1/14/2024 21:59,113,142,1,29,Level 3,2,$368.55
WF_488,HR Onboarding,4,TASK_488,Approval,Medium,Customer Service,EMP_24,2/17/2024 1:54,2/17/2024 3:55,78,121,1,43,Level 2,2,$75.03
WF_489,HR Onboarding,3,TASK_489,Review,Low,Customer Service,EMP_73,1/13/2024 7:02,1/13/2024 9:26,93,144,1,51,Level 2,9,$100.36
WF_490,Invoice Approval,2,TASK_490,Validation,Critical,Finance,EMP_42,3/2/2024 0:13,3/2/2024 2:04,41,111,1,70,Level 2,10,$226.61
WF_491,Invoice Approval,1,TASK_491,Data Entry,Low,HR,EMP_23,10/15/2024 5:57,10/15/2024 8:18,127,141,1,14,Level 1,7,$196.09
WF_492,HR Onboarding,5,TASK_492,Escalation,Medium,Operations,EMP_30,11/20/2024 1:53,11/20/2024 3:58,25,125,1,100,Level 2,2,$72.70
WF_493,Customer Complaint,3,TASK_493,Review,Low,HR,EMP_77,4/9/2024 18:35,4/9/2024 21:30,119,175,1,56,Level 2,4,$275.02
WF_494,Invoice Approval,3,TASK_494,Review,Medium,Finance,EMP_89,1/3/2024 3:30,1/3/2024 8:20,203,290,1,87,Level 2,6,$255.62
WF_495,HR Onboarding,1,TASK_495,Data Entry,Critical,Operations,EMP_66,11/22/2024 9:31,11/22/2024 13:44,195,253,1,58,Level 3,9,$259.60
WF_496,Invoice Approval,3,TASK_496,Review,Low,Customer Service,EMP_144,4/16/2024 5:52,4/16/2024 9:45,166,233,1,67,Level 1,4,$94.22
WF_497,HR Onboarding,5,TASK_497,Escalation,Medium,HR,EMP_140,5/13/2024 13:56,5/13/2024 17:27,149,211,1,62,Level 3,4,$240.63
WF_498,Invoice Approval,3,TASK_498,Review,High,Finance,EMP_127,10/10/2024 1:41,10/10/2024 4:14,47,153,1,106,Level 1,3,$451.74
WF_499,Customer Complaint,2,TASK_499,Validation,Critical,Operations,EMP_13,3/19/2024 6:12,3/19/2024 10:09,166,237,1,71,Level 1,6,$291.98
WF_500,Invoice Approval,3,TASK_500,Review,Critical,Customer Service,EMP_113,8/25/2024 7:13,8/25/2024 9:09,24,116,1,92,Level 1,5,$224.66
WF_501,IT Support Ticket,3,TASK_501,Review,Low,Finance,EMP_122,7/13/2024 8:56,7/13/2024 12:55,144,239,1,95,Level 2,5,$135.38
WF_502,HR Onboarding,4,TASK_502,Approval,Low,Customer Service,EMP_59,6/14/2024 6:27,6/14/2024 8:47,69,140,1,71,Level 2,9,$72.04
WF_503,Invoice Approval,4,TASK_503,Approval,Critical,Finance,EMP_116,8/2/2024 20:59,8/2/2024 22:21,30,82,1,52,Level 1,2,$246.07
WF_504,IT Support Ticket,5,TASK_504,Escalation,Medium,Customer Service,EMP_5,8/22/2024 12:11,8/22/2024 18:03,240,352,1,112,Level 3,1,$119.70
WF_505,Customer Complaint,1,TASK_505,Data Entry,Low,Finance,EMP_30,5/5/2024 3:29,5/5/2024 4:05,17,36,1,19,Level 1,10,$480.35
WF_506,Invoice Approval,1,TASK_506,Data Entry,Low,HR,EMP_120,5/4/2024 10:44,5/4/2024 13:40,127,176,1,49,Level 2,8,$148.57
WF_507,Purchase Order,2,TASK_507,Validation,Medium,Operations,EMP_96,6/5/2024 18:10,6/5/2024 19:13,20,63,1,43,Level 1,10,$456.41
WF_508,HR Onboarding,1,TASK_508,Data Entry,High,Finance,EMP_62,12/28/2024 17:09,12/28/2024 20:16,159,187,1,28,Level 2,4,$79.77
WF_509,Customer Complaint,3,TASK_509,Review,High,Finance,EMP_142,12/17/2024 20:37,12/18/2024 0:34,161,237,1,76,Level 3,3,$322.93
WF_510,Purchase Order,5,TASK_510,Escalation,High,Operations,EMP_61,7/4/2024 20:19,7/4/2024 22:36,56,137,1,81,Level 1,10,$488.56
WF_511,IT Support Ticket,2,TASK_511,Validation,Critical,HR,EMP_43,3/30/2024 11:16,3/30/2024 12:02,10,46,1,36,Level 1,5,$341.36
WF_512,Purchase Order,5,TASK_512,Escalation,High,Operations,EMP_67,6/10/2024 16:32,6/10/2024 18:53,41,141,1,100,Level 3,3,$424.79
WF_513,Invoice Approval,4,TASK_513,Approval,Critical,Customer Service,EMP_98,2/16/2024 5:06,2/16/2024 8:37,114,211,1,97,Level 1,1,$119.70
WF_514,HR Onboarding,3,TASK_514,Review,High,Operations,EMP_89,3/27/2024 9:44,3/27/2024 14:06,208,262,1,54,Level 1,7,$495.25
WF_515,IT Support Ticket,5,TASK_515,Escalation,Critical,Finance,EMP_115,8/24/2024 2:10,8/24/2024 5:03,58,173,1,115,Level 2,4,$191.18
WF_516,Customer Complaint,2,TASK_516,Validation,Low,Finance,EMP_20,9/29/2024 6:31,9/29/2024 10:07,118,216,1,98,Level 2,4,$85.41
WF_517,Purchase Order,4,TASK_517,Approval,Low,HR,EMP_87,1/4/2024 12:39,1/4/2024 15:38,151,179,1,28,Level 2,1,$196.80
WF_518,Purchase Order,4,TASK_518,Approval,Medium,Finance,EMP_58,3/31/2024 14:40,3/31/2024 17:11,141,151,1,10,Level 3,6,$217.28
WF_519,HR Onboarding,5,TASK_519,Escalation,Low,HR,EMP_115,2/19/2024 18:40,2/19/2024 23:16,235,276,1,41,Level 1,3,$468.28
WF_520,Customer Complaint,4,TASK_520,Approval,Medium,Customer Service,EMP_119,11/24/2024 14:28,11/24/2024 19:06,182,278,1,96,Level 2,9,$154.77
WF_521,Purchase Order,2,TASK_521,Validation,Medium,Customer Service,EMP_51,7/18/2024 3:42,7/18/2024 8:04,168,262,1,94,Level 2,6,$336.60
WF_522,Purchase Order,5,TASK_522,Escalation,High,IT,EMP_56,7/4/2024 22:14,7/5/2024 2:24,163,250,1,87,Level 2,2,$273.79
WF_523,Purchase Order,4,TASK_523,Approval,High,IT,EMP_95,5/13/2024 19:05,5/13/2024 22:41,130,216,1,86,Level 1,1,$466.61
WF_524,IT Support Ticket,2,TASK_524,Validation,Critical,IT,EMP_102,4/11/2024 0:43,4/11/2024 3:51,74,188,1,114,Level 1,9,$302.58
WF_525,Purchase Order,2,TASK_525,Validation,Low,Finance,EMP_65,6/3/2024 2:08,6/3/2024 5:58,203,230,1,27,Level 3,8,$98.09
WF_526,Purchase Order,3,TASK_526,Review,Low,HR,EMP_91,3/22/2024 21:14,3/22/2024 22:17,49,63,1,14,Level 3,8,$169.87
WF_527,Purchase Order,3,TASK_527,Review,Medium,HR,EMP_59,6/1/2024 18:51,6/1/2024 22:25,161,214,1,53,Level 3,2,$488.03
